taxon	sp_0000	sp_0001	sp_0002	sp_0003	sp_0004	sp_0005	sp_0006	sp_0007	sp_0008	sp_0009	sp_0010	sp_0011	sp_0012	sp_0013	sp_0014	sp_0015	sp_0016	sp_0017	sp_0018	sp_0019	sp_0020	sp_0021	sp_0022	sp_0023	sp_0024	sp_0025	sp_0026	sp_0027	sp_0028	sp_0029	sp_0030	sp_0031	sp_0032	sp_0033	sp_0034	sp_0035	sp_0036	sp_0037	sp_0038	sp_0039	sp_0040	sp_0041	sp_0042	sp_0043	sp_0044	sp_0045	sp_0046	sp_0047	sp_0048	sp_0049	sp_0050	sp_0051	sp_0052	sp_0053	sp_0054	sp_0055	sp_0056	sp_0057	sp_0058	sp_0059	sp_0060	sp_0061	sp_0062	sp_0063	sp_0064	sp_0065	sp_0066	sp_0067	sp_0068	sp_0069	sp_0070	sp_0071	sp_0072	sp_0073	sp_0074	sp_0075	sp_0076	sp_0077	sp_0078	sp_0079	sp_0080	sp_0081	sp_0082	sp_0083	sp_0084	sp_0085	sp_0086	sp_0087	sp_0088	sp_0089	sp_0090	sp_0091	sp_0092	sp_0093	sp_0094	sp_0095	sp_0096	sp_0097	sp_0098	sp_0099	sp_0100	sp_0101	sp_0102	sp_0103	sp_0104	sp_0105	sp_0106	sp_0107	sp_0108	sp_0109	sp_0110	sp_0111	sp_0112	sp_0113	sp_0114	sp_0115	sp_0116	sp_0117	sp_0118	sp_0119	sp_0120	sp_0121	sp_0122	sp_0123	sp_0124	sp_0125	sp_0126	sp_0127	sp_0128	sp_0129	sp_0130	sp_0131	sp_0132	sp_0133	sp_0134	sp_0135	sp_0136	sp_0137	sp_0138	sp_0139	sp_0140	sp_0141	sp_0142	sp_0143	sp_0144	sp_0145	sp_0146	sp_0147	sp_0148	sp_0149	sp_0150	sp_0151	sp_0152	sp_0153	sp_0154	sp_0155	sp_0156	sp_0157	sp_0158	sp_0159	sp_0160	sp_0161	sp_0162	sp_0163	sp_0164	sp_0165	sp_0166	sp_0167	sp_0168	sp_0169	sp_0170	sp_0171	sp_0172	sp_0173	sp_0174	sp_0175	sp_0176	sp_0177	sp_0178	sp_0179
sp_0103	0.448704	0.538252	0.437340	0.449654	0.407217	0.551452	0.424460	0.393525	0.645154	0.401837	0.417743	0.495881	0.472853	0.527548	0.606643	0.411416	0.462588	0.569211	0.527930	0.542532	0.521775	0.475104	0.598071	0.483446	0.540509	0.577152	0.338713	0.509527	0.619874	0.572705	0.516638	0.640876	0.601195	0.477236	0.432263	0.476246	0.445040	0.468366	0.448706	0.525215	0.522388	0.403516	0.672903	0.377683	0.383190	0.719263	0.715240	0.475924	0.434159	0.554114	0.545951	0.636434	0.629696	0.429824	0.501593	0.458081	0.568552	0.411325	0.559455	0.531333	0.589602	0.345037	0.526224	0.576694	0.701079	0.680748	0.552156	0.637214	0.417702	0.421966	0.538235	0.620095	0.507954	0.534973	0.586007	0.438379	0.538237	0.663706	0.334203	0.588132	0.567271	0.599348	0.742850	0.382520	0.580504	0.456960	0.468883	0.510955	0.745018	0.494567	0.447974	0.329040	0.509670	0.276096	0.415310	0.633887	0.443300	0.400984	0.422630	0.623404	0.386745	0.322496	0.377539	0.000000	0.425850	0.582000	0.522033	0.472674	0.516483	0.651541	0.411978	0.628017	0.562468	0.742029	0.635558	0.480211	0.605742	0.587276	0.331801	0.446940	0.401183	0.528592	0.491268	0.364409	0.337993	0.560186	0.586244	0.523570	0.497496	0.390470	0.665675	0.518073	0.482174	0.477544	0.534032	0.553112	0.562022	0.468299	0.296300	0.513843	0.536971	0.366800	0.358530	0.507206	0.405534	0.461332	0.671203	0.627447	0.455186	0.539791	0.527549	0.561156	0.467297	0.431345	0.602021	0.652134	0.406750	0.582678	0.728662	0.533488	0.599875	0.698232	0.625127	0.467082	0.491752	0.491292	0.521271	0.390022	0.637746	0.404601	0.313519	0.497031	0.536566	0.540959	0.619741	0.455083	0.412459	0.546216	0.580116	0.456707
sp_0104	0.387991	0.447378	0.357309	0.524510	0.330076	0.688655	0.373564	0.448542	0.525658	0.495631	0.569448	0.333542	0.456411	0.551118	0.493547	0.495178	0.380346	0.515390	0.426805	0.395446	0.510383	0.410871	0.481737	0.479372	0.584303	0.539108	0.471757	0.528252	0.477224	0.371461	0.427152	0.556045	0.397479	0.386203	0.607618	0.429636	0.452162	0.609213	0.537404	0.530103	0.456479	0.454941	0.524354	0.514477	0.344845	0.585236	0.708106	0.534405	0.498631	0.551759	0.381000	0.553614	0.570292	0.351590	0.372320	0.456407	0.469057	0.344195	0.421873	0.425192	0.515094	0.365358	0.588415	0.519460	0.615849	0.621964	0.593700	0.617879	0.380261	0.321823	0.490943	0.570306	0.496036	0.438939	0.542009	0.301772	0.517091	0.497474	0.397424	0.603335	0.666345	0.646978	0.587242	0.437643	0.482797	0.496758	0.392734	0.487477	0.618475	0.519341	0.364556	0.494529	0.438264	0.407563	0.321998	0.594030	0.420319	0.511875	0.441081	0.521794	0.454636	0.407166	0.341695	0.425850	0.000000	0.515541	0.492506	0.528617	0.364667	0.447957	0.433623	0.504304	0.497557	0.706175	0.553319	0.488388	0.608175	0.567021	0.333082	0.438648	0.440501	0.435449	0.448716	0.528664	0.420344	0.602083	0.490079	0.490148	0.447019	0.529749	0.527514	0.591089	0.517896	0.617330	0.610559	0.545468	0.547838	0.482926	0.404027	0.488902	0.477043	0.416890	0.505294	0.431188	0.448750	0.548455	0.603470	0.602316	0.456874	0.497898	0.290896	0.455762	0.526940	0.401127	0.611165	0.560895	0.352878	0.487987	0.617475	0.408247	0.641967	0.544882	0.641880	0.377685	0.332461	0.561320	0.471412	0.418951	0.590299	0.457234	0.402158	0.389123	0.514728	0.350958	0.544394	0.423757	0.553450	0.562538	0.487039	0.484159
sp_0105	0.467195	0.370281	0.327351	0.575256	0.528377	0.501534	0.511379	0.573048	0.435381	0.409403	0.656151	0.573782	0.395192	0.481990	0.362548	0.538561	0.546827	0.446946	0.457383	0.525504	0.425904	0.580933	0.513516	0.543536	0.547692	0.655177	0.487544	0.569823	0.495263	0.561043	0.513971	0.509657	0.514476	0.489548	0.731530	0.487267	0.453548	0.550047	0.476807	0.508702	0.481299	0.416738	0.679835	0.585958	0.439536	0.444113	0.682551	0.579791	0.485795	0.650945	0.418477	0.575397	0.493090	0.371640	0.616451	0.480273	0.492611	0.493412	0.355442	0.502269	0.629483	0.513869	0.502375	0.706900	0.557902	0.614290	0.544190	0.345636	0.567688	0.453212	0.440999	0.459213	0.575446	0.556658	0.683441	0.608198	0.489697	0.488837	0.561165	0.679916	0.510540	0.604272	0.654129	0.440847	0.461273	0.313664	0.536304	0.596391	0.439910	0.630582	0.482666	0.568346	0.586317	0.505014	0.389778	0.639875	0.599965	0.540039	0.397163	0.412035	0.775588	0.526260	0.454357	0.582000	0.515541	0.000000	0.373525	0.532923	0.717407	0.357907	0.403331	0.503691	0.377944	0.845226	0.466444	0.237718	0.345695	0.454906	0.452019	0.490453	0.485746	0.501639	0.556215	0.385325	0.496664	0.439203	0.470103	0.509582	0.458138	0.512790	0.527911	0.602096	0.451418	0.542818	0.392181	0.440261	0.519454	0.523508	0.527418	0.592959	0.623960	0.476098	0.630150	0.608496	0.513282	0.455252	0.524128	0.684944	0.516097	0.462520	0.522653	0.502119	0.510794	0.420140	0.437206	0.589820	0.585323	0.567216	0.684452	0.504579	0.639531	0.517154	0.719926	0.458910	0.476824	0.413257	0.478889	0.420891	0.450210	0.417847	0.461952	0.516308	0.636120	0.570915	0.542940	0.493898	0.698631	0.432674	0.530621	0.505174
sp_0106	0.275862	0.450442	0.314560	0.456765	0.339243	0.556547	0.345338	0.432631	0.456301	0.424065	0.462139	0.445759	0.343145	0.351814	0.333115	0.515901	0.399762	0.374161	0.502323	0.396323	0.307679	0.428480	0.402481	0.259691	0.533677	0.393052	0.415141	0.314547	0.371291	0.481447	0.486862	0.442170	0.424156	0.357189	0.560845	0.416404	0.431868	0.492253	0.399783	0.445141	0.316963	0.265628	0.555195	0.418552	0.279745	0.267366	0.496444	0.383722	0.460262	0.429491	0.416307	0.387324	0.290468	0.424039	0.438002	0.558779	0.525233	0.359664	0.244213	0.431468	0.616515	0.461924	0.413271	0.488271	0.388200	0.609811	0.431791	0.421498	0.467780	0.308205	0.433254	0.319951	0.499328	0.377149	0.605240	0.515507	0.401731	0.488689	0.377934	0.598087	0.447492	0.383977	0.617780	0.384136	0.408793	0.312240	0.376716	0.470099	0.508975	0.645852	0.462426	0.487986	0.464133	0.453883	0.285132	0.571843	0.423137	0.386580	0.272429	0.387397	0.601624	0.447423	0.366890	0.522033	0.492506	0.373525	0.000000	0.327231	0.609943	0.384148	0.347036	0.529768	0.349653	0.696972	0.414609	0.343082	0.450700	0.372194	0.368061	0.340308	0.415218	0.410511	0.332806	0.406632	0.526243	0.317531	0.445919	0.327122	0.380063	0.521410	0.487424	0.458687	0.441385	0.389756	0.336216	0.463003	0.352502	0.354386	0.367708	0.439764	0.407245	0.388273	0.589809	0.499757	0.341440	0.403021	0.553217	0.585914	0.498882	0.323331	0.356545	0.311154	0.379028	0.380758	0.278707	0.476961	0.579006	0.290073	0.447410	0.410988	0.486539	0.484373	0.469666	0.487703	0.352209	0.322676	0.425242	0.351171	0.302240	0.325729	0.515852	0.280137	0.473909	0.421373	0.406333	0.351363	0.505458	0.517781	0.395659	0.514378
sp_0107	0.343795	0.415797	0.404574	0.383409	0.332278	0.516702	0.426698	0.453718	0.556032	0.423796	0.515678	0.484067	0.446523	0.504819	0.460857	0.616196	0.354639	0.384578	0.432692	0.403647	0.431757	0.364486	0.442561	0.286286	0.533300	0.359557	0.362770	0.425040	0.415333	0.554585	0.588498	0.407618	0.445553	0.347818	0.522614	0.427473	0.459397	0.386971	0.366077	0.554650	0.380211	0.298116	0.449682	0.400155	0.336878	0.539638	0.548612	0.245951	0.427068	0.338481	0.467176	0.395673	0.406394	0.499333	0.358448	0.500735	0.540257	0.447872	0.329665	0.544989	0.636401	0.349722	0.388813	0.566560	0.528192	0.687696	0.392775	0.563717	0.407026	0.323233	0.477664	0.375153	0.563355	0.425060	0.487459	0.498383	0.435082	0.608518	0.369534	0.609646	0.494904	0.376346	0.562325	0.463829	0.568374	0.305551	0.363785	0.511898	0.569680	0.599591	0.468046	0.405285	0.496095	0.469337	0.386790	0.595726	0.363727	0.333657	0.410678	0.333731	0.498265	0.461579	0.437950	0.472674	0.528617	0.532923	0.327231	0.000000	0.467118	0.559248	0.477012	0.621347	0.513672	0.596494	0.548231	0.454477	0.622674	0.501453	0.316312	0.487087	0.377425	0.533242	0.280024	0.400951	0.561915	0.378468	0.565593	0.358267	0.515082	0.408211	0.493305	0.344520	0.324049	0.461033	0.350979	0.524089	0.389900	0.338846	0.371693	0.377333	0.458434	0.426783	0.466418	0.547433	0.397520	0.389343	0.492601	0.550455	0.453542	0.322620	0.388640	0.381243	0.474400	0.520468	0.345576	0.627917	0.594805	0.468294	0.562301	0.381097	0.524987	0.536858	0.360208	0.561116	0.397080	0.363932	0.416784	0.407205	0.344713	0.361704	0.578706	0.384599	0.502749	0.371166	0.514763	0.484469	0.408555	0.577711	0.437858	0.515196
sp_0108	0.533479	0.510322	0.500133	0.575571	0.350491	0.758510	0.523897	0.577899	0.697380	0.603612	0.664184	0.442992	0.563224	0.720079	0.656260	0.693278	0.393209	0.568015	0.464538	0.404319	0.657928	0.414416	0.577578	0.507347	0.716664	0.519848	0.513335	0.675522	0.543487	0.492215	0.607763	0.603705	0.486344	0.481243	0.617260	0.493136	0.519258	0.583220	0.575226	0.747615	0.532978	0.506461	0.427204	0.571933	0.456479	0.727949	0.699209	0.514612	0.542776	0.495814	0.497749	0.512144	0.627844	0.603032	0.338240	0.548929	0.620300	0.478972	0.513030	0.589077	0.646370	0.400703	0.563241	0.576226	0.733118	0.790670	0.567817	0.821945	0.426779	0.385061	0.576398	0.656376	0.662037	0.513389	0.559231	0.325365	0.548033	0.655151	0.458060	0.592671	0.755466	0.662689	0.591894	0.586307	0.672147	0.587516	0.412346	0.525051	0.707594	0.585055	0.471467	0.541626	0.474851	0.565951	0.444494	0.648075	0.385388	0.569260	0.583911	0.524835	0.409720	0.568216	0.534997	0.516483	0.364667	0.717407	0.609943	0.467118	0.000000	0.622365	0.588760	0.620532	0.691142	0.694515	0.668774	0.662565	0.820644	0.695454	0.401695	0.602971	0.506286	0.642036	0.462130	0.609464	0.625813	0.680775	0.671672	0.592856	0.611446	0.502283	0.630324	0.585993	0.543886	0.755842	0.668218	0.712830	0.589290	0.526616	0.477856	0.551027	0.494329	0.539459	0.484319	0.457021	0.559420	0.654524	0.575989	0.607120	0.516894	0.511379	0.353132	0.501933	0.632661	0.604750	0.715285	0.736666	0.592394	0.623124	0.710044	0.505406	0.716935	0.622338	0.568982	0.552045	0.503776	0.644099	0.504554	0.547643	0.614204	0.586003	0.622181	0.525270	0.543071	0.374287	0.661228	0.616076	0.556029	0.707737	0.571423	0.585836
sp_0109	0.440667	0.480293	0.325430	0.613591	0.456943	0.603873	0.415068	0.547641	0.485002	0.517322	0.583684	0.492497	0.445009	0.580510	0.374997	0.569993	0.485056	0.497834	0.448125	0.480283	0.454964	0.444169	0.501996	0.520209	0.688307	0.582753	0.596570	0.585654	0.405292	0.464628	0.476935	0.556516	0.437084	0.411364	0.700212	0.452747	0.496614	0.579867	0.548458	0.641182	0.436813	0.464946	0.564788	0.543500	0.377778	0.306072	0.576196	0.647299	0.516854	0.578550	0.306304	0.561219	0.498284	0.494807	0.566662	0.658988	0.509461	0.409821	0.359213	0.553910	0.716189	0.550615	0.496127	0.563814	0.533469	0.520464	0.550666	0.596614	0.470631	0.373462	0.359024	0.483678	0.540173	0.489293	0.673145	0.537242	0.484216	0.438670	0.533079	0.701858	0.660897	0.585812	0.557475	0.387980	0.425715	0.459410	0.466229	0.484217	0.367984	0.670002	0.416354	0.644269	0.457695	0.582889	0.382217	0.631151	0.573988	0.586746	0.491145	0.484072	0.692254	0.517312	0.441320	0.651541	0.447957	0.357907	0.384148	0.559248	0.622365	0.000000	0.443848	0.380255	0.399802	0.763183	0.316857	0.439921	0.497295	0.398813	0.486183	0.390738	0.615251	0.475845	0.539062	0.507650	0.511167	0.467233	0.579727	0.475773	0.459731	0.573834	0.558736	0.565955	0.598218	0.620333	0.538395	0.557179	0.523901	0.558882	0.540124	0.672977	0.558466	0.437142	0.721477	0.474113	0.543567	0.544849	0.547056	0.694093	0.492705	0.380846	0.407663	0.445992	0.481130	0.368892	0.516058	0.573042	0.590496	0.481279	0.654073	0.432853	0.530143	0.458174	0.640615	0.389626	0.418037	0.542793	0.415577	0.436012	0.503813	0.458918	0.506628	0.436724	0.616649	0.435061	0.456276	0.446910	0.727225	0.473587	0.442259	0.622514
sp_0110	0.424345	0.490301	0.297016	0.384518	0.322502	0.496948	0.370857	0.402207	0.600437	0.407366	0.441272	0.412410	0.382954	0.499918	0.389660	0.336139	0.454080	0.453372	0.523999	0.406057	0.435068	0.465282	0.407810	0.355164	0.544972	0.507424	0.372822	0.490141	0.412424	0.449314	0.411052	0.556420	0.459173	0.461519	0.602652	0.429659	0.468324	0.487180	0.407197	0.441562	0.424626	0.306496	0.607902	0.384716	0.306006	0.472012	0.593650	0.494701	0.443506	0.511261	0.403785	0.491800	0.413503	0.398814	0.447467	0.481201	0.488690	0.374995	0.409059	0.393662	0.603422	0.406290	0.474764	0.519409	0.493574	0.732409	0.386313	0.493995	0.513128	0.376198	0.358429	0.571210	0.561791	0.513980	0.628772	0.408254	0.325562	0.419233	0.297034	0.575635	0.483181	0.477389	0.659902	0.294571	0.478223	0.397022	0.294589	0.485349	0.578085	0.564616	0.414138	0.478115	0.576518	0.270007	0.306375	0.461958	0.439565	0.482196	0.300842	0.540650	0.587365	0.379051	0.442757	0.411978	0.433623	0.403331	0.347036	0.477012	0.588760	0.443848	0.000000	0.506471	0.457735	0.769353	0.420318	0.293588	0.485241	0.459461	0.374700	0.401102	0.375553	0.385538	0.487187	0.322329	0.434708	0.416819	0.484639	0.404743	0.381138	0.426042	0.637887	0.589621	0.485258	0.571679	0.375003	0.555257	0.461896	0.434336	0.256352	0.573131	0.520645	0.303569	0.443352	0.480318	0.366930	0.510291	0.594120	0.707421	0.539361	0.432525	0.442525	0.418554	0.308878	0.301637	0.499023	0.629034	0.532343	0.492155	0.658931	0.474495	0.567048	0.516322	0.582063	0.321885	0.447309	0.413652	0.495328	0.300735	0.499676	0.396160	0.402908	0.448378	0.442568	0.504730	0.486433	0.402850	0.475372	0.494264	0.525124	0.448982
sp_0111	0.508949	0.545354	0.373426	0.608082	0.507122	0.629457	0.525289	0.516406	0.439230	0.570276	0.596517	0.523398	0.430551	0.626851	0.487464	0.594672	0.486075	0.651220	0.521262	0.538031	0.423926	0.538035	0.573898	0.617334	0.624265	0.683232	0.698823	0.716722	0.438604	0.326682	0.498541	0.644561	0.475781	0.589696	0.576829	0.292053	0.440494	0.605607	0.560752	0.694500	0.537767	0.443280	0.578922	0.604749	0.424850	0.553478	0.534562	0.663087	0.457337	0.694474	0.485637	0.599323	0.557680	0.520406	0.656537	0.718240	0.562450	0.399395	0.498120	0.740102	0.579229	0.505041	0.604819	0.576818	0.585782	0.574615	0.588373	0.671354	0.521998	0.425427	0.475384	0.646869	0.606901	0.494843	0.577632	0.462255	0.514943	0.470752	0.520278	0.565126	0.612965	0.569853	0.526010	0.462983	0.434698	0.569900	0.522513	0.540800	0.498840	0.650042	0.383920	0.694359	0.547239	0.612007	0.495205	0.566603	0.562959	0.509327	0.634096	0.602481	0.636263	0.534694	0.450739	0.628017	0.504304	0.503691	0.529768	0.621347	0.620532	0.380255	0.506471	0.000000	0.599091	0.710031	0.488789	0.539040	0.652577	0.487832	0.489209	0.465768	0.633858	0.630379	0.573401	0.564559	0.526686	0.508657	0.654688	0.548730	0.376836	0.544446	0.624450	0.617920	0.661134	0.700276	0.597153	0.666568	0.653646	0.586452	0.566351	0.670528	0.621166	0.445538	0.704921	0.415130	0.494088	0.624177	0.521771	0.827701	0.478337	0.422748	0.503062	0.596168	0.595872	0.476895	0.589329	0.539682	0.611083	0.579169	0.757013	0.515365	0.738087	0.449673	0.674059	0.467423	0.502290	0.572124	0.430020	0.420780	0.650254	0.598592	0.584864	0.558128	0.496426	0.540024	0.458044	0.524074	0.658352	0.520778	0.633345	0.537898
sp_0112	0.348806	0.529526	0.330988	0.607799	0.452585	0.553004	0.317429	0.478370	0.525769	0.509643	0.594237	0.540224	0.426219	0.419564	0.480807	0.487341	0.463167	0.459795	0.578937	0.472398	0.483944	0.569505	0.531335	0.497343	0.527752	0.635179	0.485486	0.451560	0.574628	0.631900	0.571075	0.591331	0.512317	0.403053	0.685413	0.512503	0.504779	0.545598	0.587401	0.474114	0.308519	0.413413	0.700990	0.511957	0.437827	0.440867	0.628412	0.507775	0.460153	0.521352	0.429475	0.613172	0.597442	0.438622	0.534262	0.563685	0.560728	0.437370	0.391012	0.452959	0.700888	0.535657	0.456380	0.567061	0.531171	0.554956	0.490304	0.487486	0.555520	0.422893	0.533218	0.440304	0.605715	0.450776	0.695814	0.596555	0.497028	0.587242	0.497223	0.731621	0.537276	0.514453	0.707788	0.383566	0.349479	0.435638	0.555521	0.476275	0.484104	0.764019	0.568028	0.466449	0.540164	0.509334	0.413120	0.643666	0.615479	0.502405	0.408581	0.495641	0.685437	0.508773	0.429589	0.562468	0.497557	0.377944	0.349653	0.513672	0.691142	0.399802	0.457735	0.599091	0.000000	0.737661	0.499423	0.333790	0.463028	0.412902	0.442164	0.423854	0.532309	0.489314	0.510097	0.457506	0.435270	0.402969	0.415824	0.478856	0.437122	0.649273	0.432726	0.575547	0.494325	0.496574	0.453710	0.373890	0.456443	0.414548	0.438042	0.568396	0.576803	0.423108	0.667390	0.531359	0.510249	0.542830	0.609816	0.642800	0.449620	0.518534	0.517320	0.383718	0.346595	0.359169	0.472217	0.510915	0.556935	0.396680	0.696728	0.487586	0.542131	0.525688	0.649419	0.408288	0.439855	0.511013	0.390596	0.461169	0.441399	0.451828	0.445105	0.441686	0.675931	0.472836	0.489305	0.387667	0.631501	0.412846	0.498642	0.617213
sp_0113	0.552781	0.809397	0.663103	0.608146	0.623920	0.648026	0.544875	0.498033	0.649911	0.655633	0.682408	0.682202	0.761034	0.803787	0.648345	0.833753	0.606224	0.772987	0.710097	0.731009	0.612927	0.601885	0.581254	0.609499	0.609209	0.698150	0.801798	0.666896	0.619919	0.678725	0.695770	0.663341	0.542093	0.651040	0.634783	0.560164	0.830023	0.720180	0.683652	0.676576	0.589633	0.655110	0.666906	0.602790	0.572871	0.811582	0.751576	0.544103	0.678835	0.601191	0.756621	0.781906	0.783838	0.715822	0.593391	0.855818	0.523770	0.694965	0.704276	0.898801	0.686659	0.530058	0.817433	0.740419	0.755919	0.792382	0.666256	0.829341	0.605338	0.597053	0.747903	0.727476	0.798477	0.689349	0.330976	0.666519	0.705131	0.709940	0.575767	0.835980	0.735736	0.516690	0.429099	0.678898	0.638851	0.741389	0.618314	0.695736	0.757498	0.723732	0.718161	0.743297	0.779826	0.708458	0.758690	0.773086	0.724837	0.558345	0.804315	0.738585	0.646686	0.572952	0.613289	0.742029	0.706175	0.845226	0.696972	0.596494	0.694515	0.763183	0.769353	0.710031	0.737661	0.000000	0.790231	0.754744	1.000000	0.634932	0.650871	0.645775	0.729165	0.787189	0.641369	0.795052	0.679552	0.617234	0.821502	0.524429	0.676412	0.795791	0.559826	0.664504	0.667865	0.755923	0.713125	0.747561	0.826560	0.528872	0.649691	0.599248	0.839198	0.626070	0.755095	0.779451	0.689635	0.684075	0.843026	0.983876	0.651683	0.690464	0.692852	0.669302	0.710483	0.649368	0.615715	0.775164	0.699964	0.610380	0.833049	0.527765	0.737435	0.513275	0.574608	0.727776	0.525165	0.676183	0.658804	0.709853	0.799853	0.698583	0.763264	0.568212	0.723177	0.494431	0.655040	0.580463	0.558285	0.717787	0.822756	0.833059
sp_0114	0.465641	0.539674	0.347930	0.570978	0.463746	0.555016	0.439843	0.596141	0.602638	0.560584	0.550651	0.606180	0.587154	0.570294	0.374568	0.597056	0.505667	0.574004	0.470961	0.497388	0.464076	0.428763	0.554676	0.486508	0.733131	0.541426	0.586925	0.570825	0.409949	0.546154	0.634674	0.553329	0.498916	0.402062	0.648313	0.524175	0.574400	0.433803	0.604106	0.698567	0.470223	0.484407	0.625086	0.533825	0.411363	0.363724	0.555767	0.652883	0.533798	0.605256	0.277419	0.516234	0.509859	0.555922	0.566169	0.701500	0.565646	0.515672	0.388193	0.645222	0.836504	0.599193	0.552597	0.656203	0.609322	0.563794	0.502881	0.680120	0.479099	0.497472	0.275566	0.531734	0.633515	0.563084	0.718445	0.530277	0.397533	0.473839	0.547158	0.658702	0.740803	0.585482	0.617792	0.324486	0.480836	0.437975	0.467876	0.597095	0.544021	0.693399	0.476246	0.642478	0.527351	0.589796	0.482537	0.563086	0.511713	0.621691	0.475266	0.617453	0.646783	0.468802	0.529780	0.635558	0.553319	0.466444	0.414609	0.548231	0.668774	0.316857	0.420318	0.488789	0.499423	0.790231	0.000000	0.436816	0.481986	0.556981	0.562211	0.472040	0.642247	0.397911	0.508744	0.436314	0.556329	0.397193	0.735756	0.432978	0.458617	0.532986	0.707908	0.598883	0.579681	0.610367	0.459843	0.690855	0.446760	0.632677	0.510777	0.740076	0.517227	0.440434	0.737033	0.533937	0.542374	0.579291	0.649309	0.816052	0.470177	0.358628	0.474030	0.569715	0.452050	0.433496	0.529081	0.726667	0.603885	0.569207	0.666710	0.435426	0.526102	0.522880	0.585226	0.483874	0.488706	0.566002	0.427027	0.458131	0.532131	0.507659	0.535888	0.495797	0.642395	0.485268	0.597396	0.441760	0.694165	0.476136	0.436117	0.700262
sp_0115	0.385342	0.393280	0.240826	0.451998	0.422662	0.402703	0.409555	0.475407	0.491688	0.394989	0.594120	0.535544	0.409202	0.413819	0.342950	0.446379	0.458107	0.425470	0.474815	0.425771	0.402210	0.546640	0.442432	0.442514	0.430779	0.598554	0.387984	0.492261	0.460976	0.548771	0.540266	0.478417	0.455680	0.437230	0.658967	0.445336	0.461205	0.428114	0.469937	0.407989	0.379312	0.320041	0.658901	0.500429	0.391869	0.489073	0.634016	0.451747	0.398047	0.566648	0.380240	0.511520	0.484966	0.321127	0.498103	0.402358	0.456564	0.470297	0.327642	0.459908	0.607455	0.425565	0.483054	0.662894	0.522563	0.654539	0.392081	0.352412	0.547841	0.438002	0.412171	0.477995	0.623518	0.514292	0.614889	0.508596	0.348879	0.462102	0.445021	0.609839	0.451433	0.489624	0.638607	0.344535	0.403944	0.278238	0.453910	0.571576	0.504170	0.625599	0.485423	0.448132	0.617668	0.384026	0.387123	0.500597	0.513930	0.465540	0.323297	0.454476	0.677162	0.430649	0.447825	0.480211	0.488388	0.237718	0.343082	0.454477	0.662565	0.439921	0.293588	0.539040	0.333790	0.754744	0.436816	0.000000	0.384696	0.482539	0.391665	0.488412	0.381670	0.422173	0.473590	0.280332	0.433168	0.322132	0.446151	0.411917	0.367380	0.470560	0.509348	0.591607	0.336138	0.522632	0.237762	0.443923	0.426461	0.423432	0.369397	0.530565	0.577951	0.378645	0.521747	0.570131	0.426128	0.475587	0.539313	0.721622	0.444166	0.449535	0.504965	0.460510	0.372662	0.371376	0.406063	0.613943	0.524331	0.526672	0.691832	0.442821	0.624716	0.461870	0.628553	0.397237	0.439551	0.380901	0.413617	0.362863	0.418064	0.419402	0.418655	0.489390	0.574346	0.509554	0.537940	0.416333	0.545408	0.374479	0.528456	0.478548
sp_0116	0.504445	0.470516	0.462552	0.616087	0.601453	0.657459	0.590024	0.650994	0.618090	0.607439	0.647221	0.671546	0.542578	0.428763	0.489041	0.504298	0.591589	0.593635	0.568012	0.600907	0.500352	0.627299	0.655031	0.634825	0.658720	0.659295	0.564042	0.567881	0.591111	0.677012	0.702766	0.664085	0.648113	0.484424	0.764428	0.651278	0.491814	0.591527	0.628576	0.603374	0.588635	0.526202	0.757334	0.636407	0.544889	0.515102	0.711924	0.705696	0.551803	0.736040	0.448739	0.666858	0.550205	0.422722	0.721329	0.592164	0.717608	0.534575	0.453448	0.569859	0.803763	0.668924	0.592989	0.745765	0.598648	0.580394	0.674163	0.485819	0.613052	0.597730	0.491470	0.488318	0.545181	0.574914	0.848358	0.701571	0.592337	0.675984	0.638556	0.790277	0.646967	0.701222	0.870090	0.458614	0.593673	0.398135	0.646540	0.710734	0.631304	0.803843	0.534163	0.595620	0.642695	0.557472	0.498649	0.655190	0.607286	0.604961	0.464426	0.616060	0.758490	0.566203	0.539995	0.605742	0.608175	0.345695	0.450700	0.622674	0.820644	0.497295	0.485241	0.652577	0.463028	1.000000	0.481986	0.384696	0.000000	0.640056	0.551661	0.572218	0.585753	0.432115	0.571083	0.405699	0.537890	0.502353	0.605427	0.553085	0.524250	0.589459	0.708278	0.609668	0.606204	0.499639	0.511488	0.586033	0.475758	0.696467	0.585321	0.688361	0.582196	0.536311	0.733280	0.652296	0.502695	0.555357	0.628489	0.672050	0.558040	0.497762	0.584365	0.663217	0.571970	0.560342	0.517772	0.626674	0.558801	0.649011	0.693494	0.575245	0.665802	0.758175	0.752882	0.567344	0.576096	0.565189	0.559843	0.429458	0.550864	0.491385	0.523396	0.606726	0.699985	0.688363	0.617996	0.555410	0.740592	0.579336	0.431975	0.554577
